0,12.8508,14.2476
1,3.07302,0.838095
2,2.79365,1.95556
3,3.91111,1.95556
4,2.79365,2.23492
5,3.07302,1.11746
6,3.07302,1.95556
7,4.19048,1.95556
8,3.07302,0.838095
9,2.79365,1.95556
10,3.07302,1.95556
11,1.95556,1.95556
12,3.07302,1.11746
13,3.91111,1.95556
14,1.95556,1.95556
15,1.95556,1.95556
16,3.07302,1.95556
17,3.07302,2.23492
18,3.07302,1.11746
19,2.79365,1.11746
20,3.91111,1.11746
21,3.07302,1.95556
22,1.95556,1.95556
23,2.23492,1.95556
24,3.07302,1.11746
25,3.07302,1.95556
26,1.95556,0.838095
27,2.79365,1.95556
28,3.07302,0.838095
29,1.95556,1.95556
30,3.07302,1.95556
31,3.07302,1.95556
32,3.91111,1.11746
33,3.07302,1.95556
34,1.95556,1.95556
35,1.95556,1.11746
36,2.79365,1.11746
37,3.07302,1.95556
38,1.95556,0.838095
39,3.07302,1.11746
40,3.07302,0.838095
41,1.95556,1.11746
42,3.07302,1.11746
43,3.07302,0.838095
44,1.95556,1.11746
45,2.23492,1.95556
46,3.07302,1.11746
47,3.07302,1.11746
48,3.91111,1.95556
49,3.07302,1.95556
50,3.07302,1.95556
51,1.95556,0.838095
52,2.79365,1.11746
53,2.79365,0.838095
54,1.95556,1.95556
55,2.23492,1.11746
56,3.07302,1.95556
57,1.95556,1.95556
58,3.07302,0.838095
59,3.07302,1.11746
60,1.95556,0.838095
61,2.79365,1.11746
62,2.23492,1.11746
63,1.95556,2.23492
64,3.07302,0.838095
65,3.07302,0.838095
66,3.91111,0.838095
67,1.95556,0.838095
68,3.07302,1.95556
69,1.95556,1.11746
70,1.95556,0.838095
71,2.79365,1.11746
72,3.91111,1.95556
73,3.07302,0.838095
74,1.95556,1.95556
75,1.95556,1.95556
76,2.23492,1.95556
77,3.07302,1.95556
78,3.07302,0.838095
79,3.07302,0.838095
80,1.95556,1.11746
81,3.07302,1.95556
82,2.79365,1.11746
83,2.79365,1.11746
84,2.79365,0.838095
85,2.79365,0.838095
86,3.07302,1.11746
87,3.07302,1.11746
88,2.79365,14.8064
89,1.95556,1.95556
90,3.07302,1.95556
91,3.07302,1.95556
92,2.79365,1.11746
93,2.23492,1.11746
94,2.79365,1.11746
95,2.79365,0.838095
96,1.95556,1.11746
97,1.95556,1.95556
98,1.95556,1.11746
99,2.79365,2.23492
100,2.79365,1.95556
101,3.07302,1.11746
102,1.95556,0.838095
103,2.79365,0.838095
104,3.07302,1.11746
105,3.07302,1.95556
106,3.07302,1.95556
107,1.95556,1.11746
108,3.07302,1.11746
109,2.79365,1.95556
110,2.79365,2.23492
111,3.07302,1.95556
112,2.79365,1.11746
113,1.95556,1.95556
114,3.07302,1.11746
