0,22767,27914.6
1,22817,27257.1
2,22863,27309.4
3,22901,28176.8
4,22921,30435.8
5,22908,27947
6,22936,27191.4
7,22939,27706.9
8,22941,27127.4
9,22937,27084.8
10,22931,27196.2
11,22933,27015.5
12,22934,27474.5
13,22918,27132.5
14,22952,27335.1
15,22926,26950.4
16,22952,27106.9
17,23008,27807.2
18,23039,30688.9
19,23066,28112.5
20,23085,27802.9
21,23102,27422.5
22,23107,27484.7
23,23105,27158.6
24,23118,27861.1
25,23069,27141.6
26,23087,27171.3
27,23065,27130.3
28,23085,27089.4
29,23055,29088.2
30,23067,27330.7
31,23118,27288.1
32,23082,27139.6
33,23087,27013.2
34,23074,27492.2
35,23040,26984.9
36,23007,26986
37,23007,26865.9
38,22989,27028.1
39,22952,26883
40,22922,26973.1
41,22866,26828.4
42,22779,26934.4
43,22706,26868.2
44,22651,26688
45,22474,27235.9
46,22385,26599.3
47,22194,26344.3
48,22099,26390.3
49,21905,26149.9
50,21790,26202.6
51,21577,25953.4
52,21446,25955
53,21179,25775.6
54,21014,25580.8
55,20795,25465.6
56,20651,25810.6
57,20366,25019.4
58,20240,24996.6
59,20028,24918.6
60,19888,24722.9
61,19680,24581.2
62,19592,24607.5
63,19404,24349.8
64,19357,24448.4
65,19213,24287.9
66,19181,24189.8
67,19109,24581.6
68,19067,24261.3
69,19000,24059.1
70,19001,24420
71,19090,24135.3
72,19130,24522.6
73,19234,24273.1
74,19295,24197.7
75,19425,24531.2
76,19464,24453.5
77,19634,24574.8
78,19677,24552.7
79,19721,25180.1
80,19715,24606.7
81,19714,24513.1
82,19716,24752.9
83,19855,24845.8
84,20004,25014.8
85,20340,25182.7
86,20534,25164.2
87,20849,25604.4
88,20973,25532
89,21267,25717
90,21413,26168.9
91,21579,25952.1
92,21691,26039.2
93,21782,26071.3
94,21822,26120.2
95,21900,26411.2
96,21915,26214.8
97,21952,26526.3
98,21936,26129.8
99,21910,26219.8
100,21906,26148.6
101,21935,26635
102,21928,26409.8
103,21944,26262.3
104,21920,26510.2
105,21898,26322.1
106,21874,26257.4
107,21835,26246.1
108,21835,26206.7
109,21856,26270
110,21883,26360.5
111,21881,26267.3
112,21855,26474.7
113,21843,26437.2
114,21796,28588.7
115,21678,27553.9
116,21608,26540.2
117,21453,25940.1
118,21327,25738.1
119,21039,25775.9
120,20919,25544.5
121,20643,25342.8
122,20434,25507.6
123,20042,24963.2
124,19832,24729.3
125,19411,24445.9
126,19264,24407.3
127,19208,24302
128,19235,24307.4
129,19235,24326.7
130,19233,24357
131,19185,24281.7
132,19142,24200.2
133,18962,24140.3
134,18913,24878.5
135,18766,27793.8
136,18672,24601.9
137,18576,24239.4
138,18537,23976.4
139,18508,25747.7
140,18548,23934.5
141,18590,24274.3
142,18655,23965.4
143,18688,23923.2
144,18756,24151.1
145,18866,24367.3
146,18972,24018.9
147,19164,24273.5
148,19251,24337.1
149,19497,24597.6
150,19643,24530.9
151,19903,24869.6
152,20045,24961.6
153,20357,25142.8
154,20495,25321.2
155,20782,25503.7
156,20926,25476.7
157,21209,26079.2
158,21348,25811.7
159,21604,26337.8
160,21746,26147.1
161,21976,26536.5
162,22072,26344.1
163,22295,26545.4
164,22374,26652.9
165,22538,26881.3
166,22605,26713.7
167,22728,27113
168,22769,26878.4
